date,Energy_Consumption,Air_Temperature,Humidity,SolarRadiation,Cool_Temperature,Heat_Temperature,Interior_Temperature,Exterior_Temperature,Total_Occupants,Wifi_Users
30/08/2018,8415.657252,15.81947917,78.8609375,180.3590625,73.23170732,69.24390244,23.54975417,71.2023335,18,0
31/08/2018,1982.467748,15.01671875,81.8359375,253.5097917,76.55462398,66.09239499,23.56016481,71.19225072,0,0
01/09/2018,4005.792814,15.05328125,77.87989583,258.8694792,,,23.34381065,71.1368219,0,0
02/09/2018,5908.391702,14.3275,81.60177083,255.5129167,,,23.14572454,70.8751171,0,0
03/09/2018,5937.769212,13.37473958,84.916875,236.3297917,,,22.97472917,70.6416619,0,0
04/09/2018,6728.469178,13.56385417,88.3221875,208.5683333,,,23.18597431,70.46170334,19,0
05/09/2018,6592.524752,12.52619792,92.83260417,86.29875,,,23.29247222,70.34196401,16,0
06/09/2018,6415.746771,12.77791667,88.46572917,196.7184375,,,23.16376042,70.96418301,16,0
07/09/2018,6954.064702,14.780625,78.30604167,260.563125,,,23.29327579,70.75796363,15,0
08/09/2018,6706.044381,16.8775,67.42125,262.6807292,,,23.12633036,70.98600082,2,0
09/09/2018,6691.601688,16.82317708,68.2440625,258.2248958,,,22.93217361,70.73376794,1,0
10/09/2018,7533.872429,17.3315625,64.6471875,257.2502083,,,23.13742956,70.49263889,17,0
11/09/2018,7377.142553,18.038125,58.33697917,256.35875,,,23.45674504,70.89243751,22,0
12/09/2018,7015.371301,16.23036458,59.9765625,240.795,,,23.47450893,70.8109558,21,0
13/09/2018,6691.419379,14.72567708,73.16270833,232.2519271,,,23.47507242,70.99334001,17,0
14/09/2018,6828.006554,14.29611979,78.13947917,235.4980208,,,23.43657093,71.25720044,17,0
15/09/2018,5948.193563,13.68421875,75.8546875,226.0286458,73.85365854,69.87804878,23.22110962,70.87678581,2,0
16/09/2018,6387.228465,14.04010417,76.19395833,242.0673958,73.85365854,69.87804878,22.96828125,70.63405501,1,0
17/09/2018,6735.306136,14.45544271,80.63072917,214.0920833,73.85365854,69.87804878,23.16966667,70.88680964,15,0
18/09/2018,6483.06692,14.06385417,74.37833333,220.1330208,73.85365854,69.87804878,23.42857044,70.99829997,27,0
19/09/2018,7171.080881,14.40007813,72.87354167,237.8126042,73.83694106,69.84710366,23.45225595,71.0256314,47,0
20/09/2018,8202.817297,21.52880208,34.24625,237.8102083,73.825,69.825,23.64096726,71.18483944,23,0
21/09/2018,7495.610236,20.76911458,37.1003125,234.0253125,73.80815972,69.81354167,23.75186305,71.19011716,16,0
22/09/2018,6301.794396,13.21088542,83.16645833,229.435625,73.675,69.725,23.53974454,71.02965278,2,0
23/09/2018,6442.247534,15.55494792,67.38916667,231.3546875,73.675,69.725,23.28680109,70.74018124,1,0
24/09/2018,7246.124851,16.15140625,58.5128125,231.5766667,73.675,69.725,23.25505208,70.83308264,14,0
25/09/2018,7031.159284,13.748125,79.35916667,225.2559375,73.675,69.725,23.51441766,71.06842361,21,0
26/09/2018,7473.790503,15.23520833,75.34229167,217.7385417,73.675,69.725,23.51621081,71.10472778,20,0
27/09/2018,7080.629819,13.74265625,81.84947917,207.1105208,73.675,69.725,23.54980407,70.98572917,19,0
28/09/2018,6382.024788,12.18166667,87.95677083,134.5361458,73.675,69.725,23.52098462,70.71291806,12,0
29/09/2018,5813.169312,14.91411458,75.95239583,135.2209375,73.675,69.725,23.44277431,70.753775,1,0
30/09/2018,6393.260282,16.11265625,76.41927083,181.2092708,73.675,69.725,23.17701389,70.53945694,1,0
01/10/2018,12817.40985,16.5959375,72.5853125,133.4346875,73.675,69.725,23.34597024,70.68667639,16,0
02/10/2018,15186.85955,17.89489583,75.16104167,138.1321875,73.65503472,69.66510417,23.63602629,71.02836944,16,0
03/10/2018,13738.82948,17.39177083,78.63166667,151.6823958,73.625,69.575,23.68737401,71.42405972,23,0
04/10/2018,13401.47147,15.04880208,85.993125,107.4195833,73.625,69.575,23.62406696,71.16341806,16,0
05/10/2018,14042.19629,13.96291667,78.72614583,186.9075,73.625,69.575,23.35674306,70.60171042,16,0
06/10/2018,13604.41737,16.325625,66.15375,201.9,73.625,69.575,23.18324355,70.69231806,1,0
07/10/2018,13740.50257,19.82682292,39.0615625,205.8465625,73.625,69.575,23.03161607,70.71721319,2,0
08/10/2018,15974.33875,22.40265625,22.7090625,199.1690625,73.625,69.575,23.60174504,71.99016943,16,0
09/10/2018,13855.40496,17.59713542,61.75625,165.1517708,73.625,69.575,23.9519483,71.44444444,18,0
10/10/2018,13132.60363,12.87710938,84.21135417,159.2486979,73.625,69.575,23.60636859,70.91833651,20,0
11/10/2018,13677.0867,13.29510417,79.86098958,170.6660938,73.625,69.575,23.38112019,70.78864375,18,0
12/10/2018,15769.25502,15.88598958,67.44541667,189.3829167,73.625,69.575,23.25849559,70.68445208,18,0
13/10/2018,14464.38863,18.54851563,41.18182292,193.1299479,73.625,69.575,23.09205642,70.93039792,5,0
14/10/2018,13534.8834,12.85864583,83.381875,184.114375,73.625,69.575,22.92178255,70.50897361,1,0
15/10/2018,12796.3148,19.64632813,17.64796875,194.2148438,73.625,69.575,23.10692231,70.87843819,15,0
16/10/2018,15843.18428,18.219375,27.34578125,189.2165625,73.625,69.575,23.53938064,71.59448125,18,0
17/10/2018,9511.922855,13.29604167,81.50364583,182.3167708,73.625,69.575,23.47661458,71.43092778,16,0
18/10/2018,7433.188787,12.79729167,82.87177083,175.1942708,73.625,69.575,23.3373724,70.96939167,21,0
19/10/2018,7733.729034,17.25375,58.00104167,179.3142708,73.625,69.575,23.3226671,70.91530556,13,0
20/10/2018,7292.864652,16.87515625,59.45177083,178.0591667,73.625,69.575,23.11924175,70.73484722,2,0
21/10/2018,6483.879602,12.22713542,83.960625,154.0985417,73.625,69.575,22.78827257,70.18341736,1,0
22/10/2018,6773.07915,11.82765625,84.57854167,146.221875,73.625,69.575,22.82399653,70.10649306,18,0
23/10/2018,7244.493969,11.98302083,78.65375,152.1890625,73.625,69.575,23.04263932,70.2167125,14,0
24/10/2018,7655.552609,13.79859375,75.716875,163.4927083,73.625,69.575,23.1628112,70.44401667,18,0
25/10/2018,7782.717437,14.58244792,83.80229167,161.7138542,73.625,69.575,23.32853082,70.78027361,14,0
26/10/2018,8155.098398,17.34338542,56.39958333,157.5680208,73.625,69.575,23.36558073,70.91329167,18,0
27/10/2018,7419.708686,18.2246875,64.67520833,156.5734375,73.625,69.575,23.2756033,71.01480833,3,0
28/10/2018,6707.126758,15.65260417,82.15416667,118.6639583,73.625,69.575,23.08709462,70.68006944,1,0
29/10/2018,7413.045057,14.6440625,58.0434375,134.0630208,73.625,69.575,22.90909896,70.19488819,17,0
30/10/2018,7495.904576,15.063125,50.67625,161.3973958,73.625,69.575,23.14338281,70.62321389,18,0
31/10/2018,7875.873759,18.21973958,30.25302083,146.2257292,73.625,69.575,23.33016319,71.08023194,16,0
01/11/2018,8360.944759,21.188125,36.67697917,142.6366667,73.625,69.575,23.54473264,71.64522511,10,0
02/11/2018,8648.086521,20.79307292,47.199375,153.3907292,73.625,69.575,23.51361241,71.62410127,12,0
03/11/2018,8048.204716,21.693125,36.26760417,150.9215625,73.625,69.575,23.21795443,71.24651667,6,0
04/11/2018,7628.148241,19.71963542,41.8675,150.06625,73.625,69.575,23.05036675,71.06195556,1,0
05/11/2018,7774.853608,16.88609375,52.4709375,148.5344792,73.625,69.575,23.09870052,70.93641806,12,0
06/11/2018,7956.456494,17.90197917,31.7771875,152.7760417,73.625,69.575,23.21460243,70.96794583,12,0
07/11/2018,7737.997078,18.65026042,24.05979167,146.7541667,73.625,69.575,23.37529731,71.2837875,11,0
08/11/2018,6661.191232,17.40322917,13.54979167,144.3545833,73.625,69.575,23.47047352,71.31927083,12,0
09/11/2018,6290.282701,16.67177083,13.3553125,108.31125,73.615625,69.565625,23.94882639,72.45057222,2,0
10/11/2018,6371.95483,14.29088542,17.05291667,86.50489583,73.575,69.525,23.89705122,72.18788333,1,0
11/11/2018,4898.093821,15.43963542,18.59583333,140.006875,73.575,69.525,23.86480295,72.4434125,2,0
12/11/2018,6709.015127,15.5634375,24.04833333,130.123125,73.575,69.525,23.90245009,72.47329306,8,0
13/11/2018,7172.166977,15.63640625,27.0475,75.82270833,73.584375,69.534375,23.97756542,72.32213333,20,0
14/11/2018,7575.742831,14.51473958,29.02197917,122.1609375,73.6,69.55,24.28227083,72.798425,23,0
15/11/2018,7253.901305,15.29427083,23.05729167,109.255,73.6,69.55,24.24037315,72.78612083,14,0
16/11/2018,4485.524273,14.44177083,31.99520833,111.8757292,73.6,69.55,24.47259549,73.27213611,13,0
17/11/2018,,13.0565625,44.2025,110.5053125,73.6,69.55,23.9210204,72.2158875,6,0
18/11/2018,,9.767447917,82.88708333,105.3565625,73.6,69.55,23.5531428,71.53078472,1,0
19/11/2018,,12.99546875,51.30161458,102.7615625,73.6,69.55,23.48658312,71.21037917,10,0
20/11/2018,,14.23385417,46.0609375,112.4267708,73.6,69.55,23.56719531,71.37159028,17,0
21/11/2018,,14.01348958,70.95,23.80552083,73.6,69.55,23.48173915,71.21164306,7,0
22/11/2018,,12.56729167,89.3546875,76.37125,73.6,69.55,22.94128646,70.26174792,1,0
23/11/2018,,12.30661458,92.53770833,11.09552083,73.6,69.55,22.48320399,69.6484,1,0
24/11/2018,,13.288125,93.13989583,101.769375,73.51119792,69.61288377,22.34097396,69.66999919,2,0
25/11/2018,,11.96854167,85.49677083,118.7784375,73.27556906,69.77922149,22.29991189,70.01480775,3,0
26/11/2018,,13.7315625,68.8990625,97.17364583,73.6,69.55,22.44376953,69.68037072,12,0
27/11/2018,1841.988786,12.32510417,85.17291667,19.88833333,73.6,69.55,22.77613628,69.87155358,17,0
28/11/2018,7242.823918,13.33989583,91.33979167,61.61114583,73.6,69.55,22.89164149,70.06552073,14,0
29/11/2018,5204.555552,12.50338542,85.67635417,63.89208333,73.66128472,69.61128472,23.08071897,70.38636111,13,0
30/11/2018,6790.589113,10.58270833,71.92322917,110.4798958,73.675,69.625,22.72807943,69.63916389,11,0
01/12/2018,6159.258836,9.8509375,80.52546875,81.98442708,73.675,69.625,22.48762587,69.6227625,8,0
02/12/2018,5929.523467,8.303645833,66.77333333,114.0814583,73.675,69.625,21.6487322,68.372975,7,0
03/12/2018,5605.839974,8.56546875,62.9034375,100.2845833,73.675,69.625,21.29911892,67.82119028,18,0
04/12/2018,5215.946731,9.013854167,59.75328125,26.28145833,73.675,69.625,21.50046398,67.86087222,24,0
05/12/2018,4924.898165,9.35125,72.37510417,40.15416667,73.675,69.625,21.83619878,68.25484583,9,0
06/12/2018,4491.84374,10.69494792,59.66541667,114.3388542,73.67256944,69.62256944,21.78155729,68.17434861,8,0
07/12/2018,5373.995425,11.88130208,55.84432292,111.569375,73.625,69.575,22.44731554,69.76951875,11,0
08/12/2018,3498.21166,11.76890625,64.9475,111.7763542,73.625,69.575,22.60709158,69.94985833,4,0
09/12/2018,4306.427259,10.65989583,71.63604167,68.88010417,73.625,69.575,22.18999045,69.26037083,1,0
10/12/2018,5731.649113,9.426614583,82.518125,66.97614583,73.625,69.575,21.86944922,68.60373611,10,0
11/12/2018,7685.234355,10.50807292,71.81270833,112.2755729,73.625,69.575,23.03297591,70.62585833,20,0
12/12/2018,6831.520763,11.17932292,74.19375,107.4336458,73.625,69.575,23.57291037,71.40417292,21,0
13/12/2018,7063.070027,12.83171875,42.01432292,113.8196354,73.625,69.575,22.4435026,69.70944167,22,0
14/12/2018,7106.226681,12.51213542,61.02796875,34.30510417,73.625,69.575,22.1675,69.41059861,14,0
15/12/2018,6708.405862,12.53234375,76.39052083,61.00291667,73.625,69.575,21.83207509,68.86385833,2,0
16/12/2018,5960.532133,13.17161458,72.29114583,18.38364583,73.625,69.575,21.51089887,68.48015417,1,0
17/12/2018,7502.016996,11.13541667,88.361875,82.87916667,73.625,69.575,21.4975701,68.36868611,12,0
18/12/2018,5302.153043,11.261875,82.53484375,96.970625,73.625,69.575,22.66725282,70.61487917,18,0
19/12/2018,4872.739888,12.3996875,87.1003125,92.16598958,73.62291667,69.57291667,22.82528168,70.28773333,15,0
20/12/2018,5356.949077,10.61875,88.21557292,62.58958333,73.6,69.55,22.48011589,70.73153117,15,0
21/12/2018,4939.751091,11.06229167,90.47239583,48.08229167,,,23.25088628,,7,0
22/12/2018,3970.20528,10.2859375,65.56921875,85.04442708,,,23.04111892,,2,0
23/12/2018,4068.011155,10.78989583,59.42036458,64.79875,,,22.86124132,,1,0
24/12/2018,3817.861487,10.71713542,85.08619792,15.2965625,,,22.95094661,,1,0
25/12/2018,3273.87508,9.229270833,80.535625,110.5932292,,,22.83988573,,0,0
26/12/2018,3805.435202,9.997760417,59.70526042,105.8398958,,,22.84613194,,1,0
27/12/2018,3615.393855,9.91546875,65.234375,114.9333333,,,22.7959487,,3,0
28/12/2018,2679.945322,9.478802083,32.84083333,113.7683333,,,22.0982691,,5,0
29/12/2018,2144.468246,10.66541667,30.33578125,110.3386458,,,21.53635113,,1,0
30/12/2018,2110.40971,9.441614583,67.5821875,109.5617708,,,21.28320226,,0,0
31/12/2018,2452.756905,8.862083333,54.23270833,116.5314583,,,21.22308681,,1,0
01/01/2019,2220.088763,8.035520833,25.53614583,116.5623958,,,21.22549826,,1,0
02/01/2019,3542.635092,8.631979167,34.04875,112.3639583,,,21.56018793,,4,0
03/01/2019,4968.347175,8.876666667,41.115625,107.7544792,,,22.84431858,,7,0
04/01/2019,2859.347605,8.601458333,56.18791667,107.4782292,,,23.27306445,,11,0
05/01/2019,,9.912760417,69.34895833,27.125625,,,23.07988194,,8,0
06/01/2019,,8.745885417,85.63666667,11.45166667,,,22.28900521,,1,0
07/01/2019,1174.89915,10.24963542,86.39885417,61.6303125,,,22.40200955,,11,0
08/01/2019,4210.241991,12.1709375,78.9425,17.8775,73.80193165,69.7029435,23.31423134,71.08666667,7,0
09/01/2019,4102.50774,12.39651042,82.38625,38.776875,73.57638889,69.52638889,23.48659201,71.11915451,12,0
10/01/2019,5195.002053,10.68651042,90.42708333,86.34072917,73.61649306,69.56649306,23.4609579,70.78056528,22,0
11/01/2019,4842.4204,10.83265625,80.399375,47.41177083,73.60321181,69.55321181,23.4798138,70.82353056,23,0
12/01/2019,4158.246443,11.48130208,76.82171875,79.35885417,76.81119792,66.52048611,23.09988021,70.16497222,19,0
13/01/2019,3791.641532,11.22291667,73.17833333,94.24864583,78.425,64.975,22.59584375,69.59139167,2,0
14/01/2019,5469.55535,11.99921875,56.905625,41.18114583,74.79166667,68.45694444,22.82727648,69.83940762,5,0
15/01/2019,6098.780715,9.99609375,76.77833333,21.81572917,73.625,69.575,23.37968359,70.50928777,7,0
16/01/2019,5126.308124,11.01817708,89.13604167,14.213125,73.625,69.575,23.45535135,70.59376806,10,0
17/01/2019,4495.89464,11.85984375,87.14083333,33.55895833,73.625,69.575,23.45707639,70.79254306,13,0
18/01/2019,6214.385744,11.50994792,81.9878125,74.73,73.625,69.575,23.47255035,70.75768896,29,0
19/01/2019,4494.71091,13.30020833,70.94427083,90.27760417,76.16892911,66.16440422,23.39732205,,3,0
20/01/2019,4307.622036,12.86677083,88.94666667,24.23578125,75.27322172,67.36376398,23.24728125,70.84684685,1,0
21/01/2019,5093.187615,8.077760417,79.72260417,124.6891667,73.58918117,69.60393174,22.70572483,69.7864273,2,0
22/01/2019,6132.589697,9.727447917,51.13239583,126.549375,73.625,69.575,22.87955729,70.05468333,20,0
23/01/2019,6843.271706,11.13364583,44.10802083,133.165,73.625,69.575,23.29399002,70.75296667,15,0
24/01/2019,6681.381604,12.55015625,53.17427083,134.7390625,73.625,69.575,23.65876519,71.25863472,15,0
25/01/2019,6593.910955,13.29119792,52.05541667,139.7938542,73.625,69.575,23.74672157,71.46564306,13,0
26/01/2019,3960.980376,15.3396875,33.47458333,100.5872917,76.81119792,66.52048611,23.81219488,71.89927639,3,0
27/01/2019,4940.899159,15.01880208,38.19052083,115.5276042,75.04166667,68.21736111,23.68402474,71.770575,2,0
28/01/2019,6662.682295,15.41651042,49.95666667,92.10875,73.625,69.575,24.02767361,72.28701111,19,0
29/01/2019,6923.99109,12.55877604,75.730625,81.33260417,73.61006944,69.56006944,24.20336415,72.34221667,29,0
30/01/2019,6496.152414,10.8690625,87.39927083,130.1930208,73.575,69.525,24.17846137,72.24705833,17,0
31/01/2019,6584.854889,11.98697917,85.85458333,58.71479167,73.58420139,69.53420139,24.06308247,72.047125,17,0
01/02/2019,6126.006777,11.82697917,81.12114583,51.62052083,73.625,69.575,23.94163151,71.7532625,18,0
02/02/2019,3072.638027,10.82895833,82.99864583,59.92791667,76.81232639,66.51970486,23.54104384,70.97997361,1,0
03/02/2019,3541.401215,9.560208333,87.856875,34.48708333,75.04166667,68.21736111,23.05295139,70.40144306,1,0
04/02/2019,5453.080562,7.878177083,82.7703125,79.67458333,73.625,69.575,23.01018837,70.22908889,17,0
05/02/2019,6082.902098,3.864947917,78.889375,154.7785417,73.625,69.575,22.53586458,69.22123056,22,0
06/02/2019,5601.219539,5.8475,61.1928125,141.71125,73.625,69.575,23.0932088,70.37065,21,0
07/02/2019,5675.538866,7.590729167,55.014375,112.8126042,73.625,69.575,23.62279442,71.19581111,17,0
08/02/2019,4729.648836,7.362916667,66.51645833,49.69385417,73.625,69.575,23.75576997,71.49571944,16,0
09/02/2019,2323.488831,6.413177083,86.43229167,70.49364583,76.81232639,66.52048611,23.28538976,70.52180278,1,0
10/02/2019,2159.123205,5.524791667,80.95864583,136.7423958,75.04166667,68.21736111,22.48260286,69.59615556,1,0
11/02/2019,5199.802898,6.563333333,67.8828125,144.6170833,73.54929442,69.64275479,23.02852303,70.5795814,16,0
12/02/2019,5240.494334,7.1846875,63.54041667,41.11572917,73.79835787,70.34176149,23.58645185,71.54759955,14,0
13/02/2019,3587.920194,9.21,75.30291667,27.40864583,74.07774335,70.15352283,23.65270278,71.31255908,13,0
14/02/2019,2460.338943,12.05942708,90.8503125,55.1278125,73.90686769,70.11509201,23.90715417,71.75824562,9,0
15/02/2019,2676.583596,7.901822917,76.38958333,101.4964583,73.65,69.6,23.72129907,71.19805943,14,0
16/02/2019,1881.741029,6.73515625,79.18864583,120.6564583,76.83836806,66.54479167,23.2099375,70.56485181,4,0
17/02/2019,2660.78942,6.28140625,71.19979167,181.0233333,75.06666667,68.24236111,22.7032838,70.28386417,2,0
18/02/2019,3326.328964,6.3559375,55.58541667,181.9858333,73.65,69.6,23.10504907,70.90168889,4,0
19/02/2019,4353.719342,7.9828125,35.7653125,181.473125,73.65,69.6,23.50768056,71.52115139,11,0
20/02/2019,5592.17283,8.03296875,63.96302083,157.0582292,73.65,69.6,23.59512407,71.54763889,13,0
21/02/2019,5174.358137,6.535677083,61.21604167,188.8557292,73.65,69.6,23.46771852,71.19741875,6,0
22/02/2019,4449.592454,7.26796875,31.51416667,188.2517708,73.65,69.6,23.41319769,71.15164167,0,0
23/02/2019,2389.475614,7.776145833,58.25458333,130.1898958,76.83819444,66.54461806,23.04188241,70.57726389,0,0
24/02/2019,3083.880973,8.349375,76.10145833,86.49197917,75.06666667,68.24236111,22.60886435,70.13294583,0,0
25/02/2019,3565.234328,8.967552083,76.6071875,35.99364583,73.65,69.6,22.92114537,70.50366667,0,0
26/02/2019,2516.763777,10.10135417,85.02541667,20.38114583,73.65,69.6,23.49959954,71.0973875,0,0
27/02/2019,2010.747328,10.7184375,89.26145833,59.96375,73.65,69.6,23.65333472,71.41176667,0,0
28/02/2019,3622.326277,8.612604167,80.15114583,144.735625,73.65,69.6,23.36690602,70.88314306,0,0
01/03/2019,6078.434782,8.753958333,64.44458333,97.32645833,73.65,69.6,23.15012963,70.46083889,0,0
02/03/2019,2875.726671,10.65260417,79.64635417,61.19885417,76.85381944,66.56215278,22.88640231,70.02543889,0,0
03/03/2019,4164.411828,10.75098958,94.25416667,42.48197917,75.07404514,68.24973958,22.59604213,69.99770556,0,0
04/03/2019,5536.49042,9.014166667,89.07947917,86.40541667,73.65,69.6,22.73172407,70.04349028,0,0
05/03/2019,5089.701121,9.744427083,80.9003125,51.553125,73.65,69.6,23.09955148,70.35712778,0,0
06/03/2019,2738.846069,11.12807292,86.33447917,71.553125,73.65,69.6,23.34890148,70.82120278,0,0
07/03/2019,3616.295655,9.00984375,84.28520833,109.8004167,73.65,69.6,23.29016406,70.55067569,0,0
08/03/2019,2878.962688,7.281979167,66.87791667,180.2159375,73.65,69.6,23.21179167,70.40969167,0,0
09/03/2019,1733.179178,7.484791667,70.77541667,115.61875,76.85685764,66.55833333,22.75053819,69.80713333,0,0
10/03/2019,2490.909791,7.75703125,79.30739583,90.56583333,75.07404514,68.24973958,22.28377083,69.44274861,0,0
11/03/2019,4453.156804,9.9825,61.7390625,208.7890625,73.65,69.6,22.77284679,70.12499583,0,0
12/03/2019,4777.500918,11.07536458,62.18895833,220.3247917,73.65,69.6,23.37867286,71.22865,0,0
13/03/2019,3748.992492,8.971770833,51.95010417,229.0109375,73.65,69.6,23.31782822,71.01484028,0,0
14/03/2019,4534.326064,12.07697917,32.6559375,227.7791667,73.65,69.6,23.37700477,71.10675278,0,0
15/03/2019,5622.168906,12.11307292,55.78020833,225.5576042,73.65,69.6,23.58084939,71.39699861,0,0
16/03/2019,3776.917214,13.68817708,48.2159375,229.5203125,77.05598958,66.36979167,23.22678559,70.98187222,0,0
17/03/2019,4573.503742,14.62057292,49.13427083,218.611875,74.87300347,68.44036458,23.14369141,71.18121667,0,0
18/03/2019,6383.567541,17.15182292,43.97145833,227.04,73.65,69.6,23.41599987,71.49412083,0,0
19/03/2019,5541.279561,13.52479167,64.41052083,168.7809375,73.65,69.6,23.76101597,71.67594514,0,0
20/03/2019,3786.917595,11.00911458,78.83177083,138.9988542,73.65,69.6,23.61174349,71.21483611,0,0
21/03/2019,4849.71235,9.9925,75.3496875,226.8628125,73.65,69.6,23.51576259,71.081075,0,0
22/03/2019,4479.97931,10.0571224,82.0771875,74.550625,73.65,69.6,23.47756597,70.9672875,0,0
23/03/2019,2221.379968,10.94597656,83.21135417,216.5055208,77.0578125,66.36770833,23.07583594,70.32230278,0,0
24/03/2019,3548.780488,10.36932292,72.45416667,206.5901042,74.87300347,68.44036458,22.90141276,70.53008889,0,0
25/03/2019,4207.371448,11.89151042,59.11104167,72.55666667,73.65,69.6,23.19007031,70.77821528,0,0
26/03/2019,4942.477133,11.068125,82.22875,197.1342708,73.65,69.6,23.46134939,70.83600139,0,0
27/03/2019,3404.516883,12.28463542,74.56802083,119.1183333,73.65,69.6,23.61130729,71.26880139,0,0
28/03/2019,3897.647666,11.27078125,73.99739583,147.3948958,73.65,69.6,23.51184722,71.1073,0,0
29/03/2019,4552.577306,10.3853125,78.19697917,193.7525,73.65,69.6,23.33631424,70.86135278,0,0
30/03/2019,2688.141612,11.78703125,68.56458333,254.6454167,77.05199653,66.37439236,23.51221029,70.77319722,0,0
31/03/2019,4494.965052,14.39369792,55.73739583,249.4257292,74.87300347,68.44036458,24.42837891,71.08250694,0,0
01/04/2019,5633.882322,14.72458333,53.9415625,104.8469792,73.65,69.6,23.35956516,71.22019861,0,0
02/04/2019,4732.138477,12.08328125,81.3303125,67.5546875,73.65,69.6,23.49243148,71.11318889,0,0
03/04/2019,5102.981689,11.25744792,86.05989583,58.37135417,73.65,69.6,23.39995972,70.82030069,0,0
04/04/2019,4828.574018,11.58921875,81.78729167,82.551875,73.65,69.6,23.45284676,70.76530278,0,0
05/04/2019,4372.980583,12.02338542,77.53427083,72.64458333,73.65,69.6,23.40200648,70.77339583,0,0
06/04/2019,2642.361366,13.13,75.38739583,132.5875,77.05303819,66.37352431,23.10541759,70.38000139,0,0
07/04/2019,4068.26499,14.30088542,79.9028125,174.7479167,74.87300347,68.44036458,23.01716759,70.76323056,0,0
08/04/2019,5635.449657,14.96786458,79.19604167,175.2557292,73.65,69.6,23.51775148,71.39130556,0,0
09/04/2019,3962.993127,12.54,76.02645833,234.2451042,73.65,69.6,23.61007222,71.31933472,0,0
10/04/2019,4415.011198,12.27119792,57.86697917,275.3163542,73.65000101,69.61470784,23.67185556,71.45406413,0,0
11/04/2019,5158.933597,13.5925,56.94177083,174.1561458,73.64634146,69.65853659,23.66009306,71.66993328,0,0
12/04/2019,4529.845798,12.261875,63.2178125,275.7330208,73.63262195,69.64481707,23.59532361,71.5535512,0,0
13/04/2019,4041.801634,15.09260417,63.16927083,256.9758333,76.91946138,66.45994241,23.45181204,71.40692947,0,0
14/04/2019,3086.499373,11.64166667,74.96291667,230.9014583,74.79073509,68.47840447,23.20411898,71.24201117,0,0
15/04/2019,4425.940126,10.50473958,67.27145833,124.6914583,73.59756098,69.6097561,23.26592546,71.00823121,0,0
16/04/2019,4652.905738,10.75635417,81.40864583,189.5111458,73.59756098,69.6097561,23.45921065,70.96591231,0,0
17/04/2019,5213.524557,12.90395833,69.42364583,283.100625,73.59205623,69.60425136,23.57151343,71.50534314,0,0
18/04/2019,6355.002007,16.31010417,56.63927083,282.5228125,73.57317073,69.58536585,23.74894537,71.89795888,0,0
19/04/2019,5869.31808,16.64411458,63.1359375,272.7560417,73.57317073,69.58536585,23.87845926,72.18900871,0,0
20/04/2019,2459.167362,11.97479167,80.6621875,256.9136458,76.89320799,66.43665312,23.42779491,71.17944172,0,0
21/04/2019,2947.455719,11.825,72.34270833,291.4902083,74.76634485,68.45401423,23.17234167,70.98225626,0,0
22/04/2019,5984.36822,15.77302083,60.55833333,295.6709375,73.57317073,69.58536585,23.40102824,71.4555256,0,0
23/04/2019,8294.323429,22.40915365,38.364375,289.9075,73.57317073,69.58536585,23.84984491,72.27055283,0,0
24/04/2019,9029.382283,23.07110677,41.48833333,287.9522396,73.57317073,69.58536585,24.32903194,72.90248775,0,0
25/04/2019,5674.555503,15.64052083,66.2134375,296.9341667,73.57317073,69.58536585,24.14569537,72.56958606,0,0
26/04/2019,5666.404185,13.16408275,74.91447917,279.0277083,73.56859756,69.58079268,23.9783662,72.16213235,0,0
27/04/2019,3963.158305,11.86316985,79.36041667,228.0033333,76.87440718,66.40760501,23.53259259,71.36014297,0,0
28/04/2019,2799.512185,11.11199219,77.6353125,265.298125,74.74195461,68.42962398,23.25693009,70.99388753,0,0
29/04/2019,3906.757481,11.2065625,76.873125,273.443125,73.54878049,69.56097561,23.48838194,71.25736383,0,0
30/04/2019,3122.108835,11.64513021,75.1059375,238.4754167,73.54878049,69.56097561,23.67146204,71.54230528,0,0
01/05/2019,5033.083769,12.2296875,74.04802083,303.2678125,73.54242886,69.55462398,23.46844213,71.18204521,0,0
02/05/2019,5640.040142,13.5971875,65.650625,308.2003125,73.52439024,69.53658537,23.54963056,71.3180256,0,0
03/05/2019,5567.333221,13.43307292,62.94229167,302.6264583,73.52040989,69.53260501,23.63114583,71.34359069,0,0
04/05/2019,3438.422662,11.37973958,74.51322917,294.1759375,76.79861111,66.337229,23.17569398,70.49492647,0,0
05/05/2019,1800.661551,10.62880208,74.3665625,255.1344792,74.66878388,68.35645325,22.957525,70.29477805,0,0
06/05/2019,2209.650841,10.83885417,80.63833333,100.4961458,73.47560976,69.48780488,23.09126713,70.34396923,0,0
07/05/2019,3445.245168,11.56625,79.2684375,162.301875,73.47560976,69.48780488,23.30070509,70.45837418,0,0
08/05/2019,3691.026951,11.83322917,80.65302083,185.5119271,73.47560976,69.48780488,23.39256806,70.78887255,0,0
09/05/2019,3146.473399,11.34182292,86.50916667,81.44354167,73.47560976,69.48780488,23.26371389,70.75348039,0,0
10/05/2019,3744.862426,12.32083333,80.47875,251.506875,73.47560976,69.48780488,23.18849306,70.69408088,0,0
11/05/2019,3072.009332,12.59640625,78.0028125,267.1110417,76.79454607,66.34078591,22.92424861,70.42970316,0,0
